3,1,442.37,200.08,150.30,370.05,1,-1,-1,-1
3,2,812.91,226.35,90.19,266.43,1,-1,-1,-1
3,3,170.14,179.08,258.40,607.63,1,-1,-1,-1
3,4,969.66,223.88,90.28,258.78,1,-1,-1,-1
3,5,-4.65,142.27,193.16,661.25,1,-1,-1,-1
3,6,930.09,250.91,48.33,169.78,1,-1,-1,-1
3,7,1051.32,233.14,66.62,189.33,1,-1,-1,-1
3,8,576.13,212.25,134.99,364.77,1,-1,-1,-1
3,9,674.04,367.13,59.67,193.15,1,-1,-1,-1
3,10,1340.88,473.25,62.25,163.02,1,-1,-1,-1
3,11,1385.19,289.21,39.46,105.53,1,-1,-1,-1
3,12,1117.12,248.09,58.72,165.91,1,-1,-1,-1
3,13,1145.15,245.69,52.97,182.57,1,-1,-1,-1
3,16,626.69,343.26,88.74,224.62,1,-1,-1,-1
4,1,436.88,206.26,152.32,374.71,1,-1,-1,-1
4,2,812.03,233.96,88.98,262.88,1,-1,-1,-1
4,3,165.37,192.10,254.53,600.72,1,-1,-1,-1
4,4,970.28,230.14,90.32,258.83,1,-1,-1,-1
4,5,-8.65,152.48,190.57,655.12,1,-1,-1,-1
4,6,929.98,255.21,49.69,174.59,1,-1,-1,-1
4,7,1051.36,237.48,65.71,187.58,1,-1,-1,-1
4,8,575.18,220.11,134.02,361.47,1,-1,-1,-1
4,9,675.95,375.58,55.62,180.27,1,-1,-1,-1
4,10,1343.43,479.68,63.00,164.98,1,-1,-1,-1
4,11,1385.60,291.26,39.51,105.64,1,-1,-1,-1
4,12,1115.88,253.40,58.30,164.96,1,-1,-1,-1
4,13,1140.52,251.07,53.45,181.91,1,-1,-1,-1
4,16,628.97,347.86,88.15,223.12,1,-1,-1,-1
5,1,434.96,221.95,150.46,369.60,1,-1,-1,-1
5,2,811.71,240.06,89.36,263.77,1,-1,-1,-1
5,3,147.21,195.89,258.44,613.56,1,-1,-1,-1
5,4,970.83,234.60,90.21,258.52,1,-1,-1,-1
5,5,-10.34,189.51,180.35,624.01,1,-1,-1,-1
5,6,931.47,260.87,50.73,176.86,1,-1,-1,-1
5,7,1048.71,243.88,68.50,195.89,1,-1,-1,-1
5,8,575.02,224.73,135.00,364.02,1,-1,-1,-1
5,9,675.61,379.60,55.20,178.89,1,-1,-1,-1
5,10,1344.66,487.51,63.07,165.51,1,-1,-1,-1
5,12,1108.43,255.62,64.26,182.56,1,-1,-1,-1
5,13,1133.13,258.56,59.92,201.70,1,-1,-1,-1
