3,1,766.00,457.22,49.60,128.75,1,-1,-1,-1
3,2,993.90,459.67,74.38,185.75,1,-1,-1,-1
3,3,714.89,457.76,50.18,129.24,1,-1,-1,-1
3,4,1216.27,459.76,62.68,166.75,1,-1,-1,-1
3,5,669.68,467.32,28.87,79.72,1,-1,-1,-1
3,6,224.55,460.20,29.32,73.55,1,-1,-1,-1
3,7,460.69,457.21,52.40,125.99,1,-1,-1,-1
3,8,617.64,504.02,23.93,51.77,1,-1,-1,-1
3,9,1282.30,465.22,57.86,159.77,1,-1,-1,-1
3,10,904.25,490.74,47.69,95.51,1,-1,-1,-1
3,11,282.72,465.43,23.00,54.75,1,-1,-1,-1
3,12,1747.06,557.95,110.87,143.34,1,-1,-1,-1
3,13,650.14,495.78,22.69,55.22,1,-1,-1,-1
3,14,585.62,487.76,24.52,54.02,1,-1,-1,-1
3,15,599.92,487.00,23.70,51.56,1,-1,-1,-1
3,17,1262.25,465.66,58.48,155.33,1,-1,-1,-1
3,18,161.04,483.23,36.70,96.77,1,-1,-1,-1
4,1,767.10,458.50,49.48,128.17,1,-1,-1,-1
4,2,997.59,459.73,74.00,185.17,1,-1,-1,-1
4,3,715.67,457.98,50.09,129.02,1,-1,-1,-1
4,4,1216.88,459.21,62.75,166.89,1,-1,-1,-1
4,5,669.93,467.29,28.90,79.80,1,-1,-1,-1
4,6,223.75,459.93,29.63,74.01,1,-1,-1,-1
4,7,461.13,456.17,51.80,124.34,1,-1,-1,-1
4,8,617.45,504.05,24.06,51.98,1,-1,-1,-1
4,9,1282.35,465.74,57.34,158.45,1,-1,-1,-1
4,10,904.18,492.45,45.91,92.05,1,-1,-1,-1
4,11,283.27,464.98,23.02,54.89,1,-1,-1,-1
4,12,1749.62,557.98,110.13,142.51,1,-1,-1,-1
4,13,651.69,496.02,22.61,54.98,1,-1,-1,-1
4,14,586.06,487.21,24.62,54.05,1,-1,-1,-1
4,15,599.48,487.00,24.29,52.80,1,-1,-1,-1
4,17,1262.01,464.68,58.77,156.12,1,-1,-1,-1
4,18,161.41,484.51,36.20,95.37,1,-1,-1,-1
4,19,952.89,433.47,34.46,92.26,1,-1,-1,-1
5,1,771.69,461.15,49.03,126.50,1,-1,-1,-1
5,2,1002.88,453.15,76.49,193.12,1,-1,-1,-1
5,3,715.36,458.78,50.47,129.70,1,-1,-1,-1
5,4,1216.17,459.03,63.13,167.68,1,-1,-1,-1
5,5,670.13,467.23,28.67,79.12,1,-1,-1,-1
5,6,222.74,459.87,29.83,74.13,1,-1,-1,-1
5,7,461.85,458.10,51.91,124.60,1,-1,-1,-1
5,8,617.42,503.31,24.82,53.51,1,-1,-1,-1
5,9,1282.49,465.18,57.68,159.50,1,-1,-1,-1
5,10,905.15,491.50,46.45,93.20,1,-1,-1,-1
5,11,282.58,464.13,23.29,55.69,1,-1,-1,-1
5,12,1745.85,545.47,119.14,155.46,1,-1,-1,-1
5,13,651.43,495.34,22.60,54.92,1,-1,-1,-1
5,14,585.61,487.03,25.09,54.78,1,-1,-1,-1
5,15,599.34,485.55,25.17,54.63,1,-1,-1,-1
5,18,161.37,484.19,36.35,95.68,1,-1,-1,-1
5,19,954.53,433.77,33.26,89.02,1,-1,-1,-1
6,1,773.28,461.30,50.13,128.13,1,-1,-1,-1
6,2,1008.04,457.30,73.83,187.33,1,-1,-1,-1
6,3,718.70,456.89,50.84,130.65,1,-1,-1,-1
6,4,1215.96,459.69,63.18,167.24,1,-1,-1,-1
6,5,669.83,466.46,29.34,81.07,1,-1,-1,-1
6,6,221.98,459.87,30.06,74.14,1,-1,-1,-1
6,7,462.05,457.32,54.16,129.74,1,-1,-1,-1
6,8,618.55,503.76,24.20,51.90,1,-1,-1,-1
6,9,1282.69,462.86,58.23,162.01,1,-1,-1,-1
6,10,904.60,490.46,46.94,94.33,1,-1,-1,-1
6,11,283.37,464.58,22.78,54.53,1,-1,-1,-1
6,12,1745.01,542.04,121.98,159.17,1,-1,-1,-1
